Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,1936,1937,1938,1939,RoughTimeAccessed
William Girling Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[30, 1, 'Jan', 0, None, None]","[36, 1, 'Oct', 0, None, None]","[37, 1, 'Feb', 0, None, None]","[105, 1, 'Dec', 0, None, None]","[61, 1, 'Oct', 0, None, None]","[77, 1, 'Nov', 0, None, None]","[134, 1, 'Oct', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[233, 1, 'Dec', 0, None, None]","[142, 1, 'Jan', 0, None, None]","[167, 1, 'Jan', 0, None, None]","[81, 1, 'Feb', 0, None, None]","[85, 1, 'Oct', 0, None, None]","[85, 1, 'Sep', 0, None, None]","[110, 1, 'Sep', 0, None, None]","[142, 1, 'Jan', 0, None, None]","[75, 1, 'Feb', 0, None, None]","[82, 1, 'Dec', 0, None, None]","[185, 1, 'Jan', 0, None, None]","[210, 1, 'Sep', 0, None, None]","[260, 1, 'Oct', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[24, 1, 'Nov', 0, None, None]","[35, 1, 'Oct', 0, None, None]","[78, 1, 'Feb', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[20, 1, 'Mar', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[47, 1, 'Oct', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[49, 1, 'Aug', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[3, 1, 'May', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[82, 1, 'Oct', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Arcot Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Oct', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[2, 1, 'Apr', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Baleshare (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[3, 1, 'May', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[3, 1, 'Jul', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Baulking Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Mar', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[1, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[11, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Billing Brook Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Billing Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Jan', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Block Fen Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[28, 1, 'Oct', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,2019-12-06 11:44:53
Bolton-on-Swale Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Nov', 0, None, None]","[14, 1, 'Nov', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]",nan,"[22, 1, 'Oct', 0, None, None]","[33, 1, 'Oct', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[20, 2, 'Oct', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[24, 1, 'Oct', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[14, 1, 'Nov', 0, None, None]","[37, 1, 'Oct', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[3, 2, 'Jan', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Burgess Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[8, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Burpham Court Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Nov', 0, None, None]",nan,"[2, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Clarendon Lake,nan,nan,nan,"[2, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Mar', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[14, 1, 'Oct', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[13, 1, 'Dec', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Crompton Lodges,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[1, 2, 'Nov', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[3, 1, 'Dec', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[6, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Cromwell Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[6, 1, 'Nov', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Draycote Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 1, 'Dec', 0, None, None]","[27, 1, 'Oct', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[6, 1, 'Jan', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[15, 1, 'Dec', 0, None, None]",nan,"[2, 1, 'Dec', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[35, 1, 'Dec', 0, None, None]","[27, 1, 'Dec', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[41, 1, 'Nov', 0, None, None]","[28, 1, 'Oct', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[40, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[6, 1, 'Oct', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[8, 1, 'Dec', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[4, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Earlswood Lakes (Surrey),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[8, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Fenn's and Whixall Mosses,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[9, 1, 'Mar', 0, None, None]","[38, 1, 'Oct', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[17, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[45, 1, 'Jan', 0, None, None]","[22, 1, 'Nov', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[38, 1, 'Mar', 0, None, None]","[25, 1, 'Oct', 0, None, None]","[13, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[26, 1, 'Mar', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[13, 1, 'Mar', 0, None, None]","[2, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Flanders Moss and Lochans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[4, 2, 'Nov', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Garths Loch Scatness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
Gunthorpe Gravel Pits and River Trent,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[49, 1, 'Nov', 0, None, None]","[25, 1, 'Oct', 0, None, None]","[14, 1, 'Mar', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[72, 1, 'Sep', 0, None, None]","[15, 1, 'Oct', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[15, 1, 'Mar', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[46, 2, 'Oct', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[22, 1, 'Oct', 0, None, None]","[6, 1, 'Sep', 0, None, None]",nan,nan,"[6, 1, 'Mar', 0, None, None]",nan,"[2, 1, 'Mar', 0, None, None]","[6, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,2019-12-06 11:44:53
Hedgecourt Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[1, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:44:53
