Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughAccessTime
Hampden Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,15.0,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hampton Lakes,nan,nan,nan,nan,nan,nan,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hanch Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Harelaw Reservoir (Barrhead),nan,nan,nan,nan,0.0,0,0,0,0.0,14Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Harlaxton Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Harlesthorpe Dam,nan,58,22.0,5.0,3.0,8,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Harlyn Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,(3),nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Harthill Reservoir,11.0,22,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hatch Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hatch Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hauxton Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hawden Lake (Tonbridge),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Haweswater (Silverdale),2.0,0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hayesden Country Park,nan,nan,nan,40.0,nan,99,(42),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Haysden Gravel Pit,nan,nan,nan,nan,217.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hazel Grove Golf Course,nan,4,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Heathfield Gravel Pits,0.0,(2),0.0,2.0,5.0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Hem Pool Camlad Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Henbury Hall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,2019-11-21 14:37:23
Henley Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hermitage Lake Coalville,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hesketh Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,74.0,31.0,12.0,25.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hever Castle Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hewendon Reservoir,92,81,17.0,55.0,31.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Heywood Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
High Batts NR,nan,nan,nan,nan,nan,48.0,(6),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
High Pond Lartington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Highclere Park Lakes,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Highroyd Sewage Farm,(0),(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Highwood Reservoir,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hindley Golf Course,10,5,38.0,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hinds Shield Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hisehope Reservoir,(0),0,nan,nan,nan,nan,nan,nan,nan,9.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holden Lane,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hollinwood Branch Canal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holme Farm Pond Mannings Heath,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holme Fen NNR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holme Mills Pools,0,3,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holme Plantation Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holmebrook Valley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,113.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holmer Tarn,0,2,1.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Holt Floods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hoon GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Horbury Wyke and Strands,nan,nan,nan,nan,nan,nan,nan,nan,nan,248.0,160.0,75.0,74.0,70.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Horsebridge to Kimbridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Horsey Mere,0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Horton Kirby Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hoveton Little Broad,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hulton Park,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104,2019-11-21 14:37:28
Hunterston Lagoon,nan,nan,nan,0,nan,0.0,1,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hunterston Sands,0.0,0.0,nan,nan,0,0.0,0,0.0,0,0,0,0.0,5,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Huntington Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hurcott,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hurst Mill Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hurst Reservoir Glossop,4.0,0.0,0,0,98,9.0,72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hyde Lane Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Hyndsidehill Pond and Splash (Near Gordon),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Ickham Gravel Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Indies Farm Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Inner Firth of Tay,nan,nan,nan,nan,nan,nan,nan,nan,nan,124WWT/JNCC National Grey Goose Censusnull,320Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Innes Pit Lincoln,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Intex Pools,nan,nan,nan,nan,nan,38.0,63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Irvine and Garnock Estuary,0.0,0.0,0,nan,(0),0.0,(0),0.0,(0),0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Island Carr Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Island Pool,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Island of Burray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Islands of Shapinsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Isle of Colonsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Isles of Hoy and Walls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Ixworth Thorpe,13.0,93.0,(0),(29),24,8.0,nan,nan,nan,12,0,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Jackhouse Reservoir,nan,40.0,59,42,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Jericho Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Jericho Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Jesmond Dene,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
John O'Gaunts Lake Kings Somborne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Johnny Browns Common,5.0,74.0,60,8,nan,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Johnston Loch,7.0,9.0,11,27,8,0.0,68,0.0,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Junction of Glyme and Don,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Kemerton Lake,nan,nan,nan,nan,12,292.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105,2019-11-21 14:37:33
Ken Hill Heacham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kenchester Pools,45.0,7.0,80,9,0,66.0,(0),nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kennet and Avon Canal - Great Bedwyn to Froxfield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kennet and Avon Canal - Savernake to Great Bedwyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kennington Park,nan,9.0,14,4,17,4.0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kentford Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kenwith Valley Nature Reserve,0.0,0.0,3,0,2,2.0,2,2.0,0.0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kessingland Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kidderminster Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kilberry (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Killington Reservoir,333.0,325.0,400,403,444,375.0,450,460.0,151.0,373,330.0,177.0,150.0,348.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kilmannan Reservoir,0.0,0.0,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kimberley,nan,34.0,135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kimberley Clark Factory Ponds,0.0,0.0,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kinder Reservoir,nan,nan,(12),(6),12,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
"King George V Pool, Altrincham",nan,nan,nan,nan,51,43.0,42,52.0,136.0,26,11.0,nan,nan,14.0,16.0,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
King George's Park Lake,5.0,4.0,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kiplin Hall and Quarry Complex,nan,nan,nan,nan,nan,21.0,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kirkby Fleetham,nan,nan,nan,nan,nan,0.0,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kirkby Moats Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kirklington Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kirklington Mill Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kirton Lindsey Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Kislingbury Gravel Pits,194.0,137.0,235,156,85,228.0,246,178.0,181.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Knipton Reservoir,260.0,176.0,203,32,(350),60.0,119,72.0,22.0,45,25.0,90.0,70.0,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Knockshinnoch Lagoons,0.0,0.0,21,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Knowsley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Knypersley Pool,nan,91.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Lady Lee Quarry Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Lake Vyrnwy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106,2019-11-21 14:37:39
Lakes Old House and Falconers Farm and adjacent stream,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
"Lakeside, North Somercotes",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.0,130.0,155,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lamaload Reservoir,178,117.0,91.0,nan,179.0,166.0,154,120.0,103.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lambton Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lamby Tip Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Laneshaw (Reedshaw Moss) Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Langley Ridgegate and Trenterbank Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Langsett Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Langwith Lodge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Langworth and Sudbrooke Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Latimer Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lawers Pond,0,0.0,nan,nan,nan,nan,0,0.0,0.0,0,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lawns,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leach Pool,170,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leamington Spa Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leeming Reservoir near Oxenhope,5,1.0,nan,nan,nan,nan,(5),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leeshaw Reservoir,12,6.0,11.0,nan,nan,nan,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leet Water: The Hirsel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81unspecified sea-watchnull,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leez Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leisure Lakes,50,107.0,35.0,198.0,22.0,15.0,6,35.0,6.0,(3),(5),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leperstone Reservoir,0,0.0,0.0,76.0,0.0,29.0,22,0.0,0.0,(0),(0),nan,nan,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Letton Court,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Letton Lake,(200),86.0,56.0,150.0,200.0,106.0,68,7.0,nan,nan,41,176.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Leventhorpe Flood Meadows,177,66.0,83.0,150.0,52.0,14.0,0,nan,nan,nan,0,5.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Light Hazzles Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lightwater Valley,nan,nan,nan,nan,nan,2.0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lilburn Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lindley Wood Reservoir,42,2.0,180.0,118.0,200.0,210.0,nan,nan,nan,35,20,17.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Lindow Common Pond,nan,nan,nan,nan,23.0,23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Linne Mhuirich,nan,nan,nan,nan,nan,2.0,30,7.0,10.0,28,(9),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,2019-11-21 14:37:45
Linnet Clough Reservoir,51,45.0,40.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108,2019-11-21 14:37:50
Liss Forest Pond,nan,nan,nan,16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108,2019-11-21 14:37:50
