Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughAccessTime
Solway Estuary (English counties),0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Solway Estuary (Scottish counties),0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Somerset Levels,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Sonning Eye and Henley Road GPs,0,0,0,0,0,0,0.0,nan,0,nan,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Sound of Gigha and Rhunahaorine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0,0,(0),nan,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
South Ford,nan,0,0,0,0,0,0.0,0,0,0.0,0,nan,0,0,0,0,0,(0),0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
South Medwin Pools,nan,0,0,0,0,0,0.0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,11,2019-11-21 14:25:35
South Ronaldsay,0,(0),0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
South Uist West Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,(0),0,0.0,nan,nan,0,0,11,2019-11-21 14:25:35
Southampton Water,0,0,0,0,0,0,0.0,0,0,0.0,(0),0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
"Sovereign Harbour, Langney",nan,nan,0,0,0,0,nan,0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,0,0,11,2019-11-21 14:25:35
Spittal to Cocklawburn,0,0,nan,(0),0,0,0.0,0,0,0.0,0,0,29,2,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
St Andrews Bay,0,0,0,0,0,0,0.0,30,0,0.0,(0),0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
St Bees Head to Mawbray,0,0,nan,(0),0,(0),0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
St Cyrus to Stonehaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,0,0,0.0,1.0,Feb,0,0,11,2019-11-21 14:25:35
Staines Reservoirs,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Stanton Lake,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Stocks Reservoir,nan,nan,nan,0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Stour Estuary,0,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0.0,0,0,0.0,0,0,0,268Standard visit under the WeBS Low Tide Count SurveyWeBS,0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Strangford Lough,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-21 14:25:35
Summerleaze Gravel Pits,0,0,nan,0,(0),(0),0.0,0,0,0.0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,11,2019-11-21 14:25:35
Swale Estuary,0.0,0,0.0,12Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,0,0,0,2,5,4Standard visit under the WeBS Low Tide Count SurveyWeBS,1.0,1,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Swansea Bay,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,(0),0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Tamar Complex,0.0,(0),0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Tamar Lakes,0.0,0,0.0,0,nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Taw-Torridge Estuary,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Teifi Estuary,0.0,(0),0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Teign Estuary,0.0,0,0.0,0,0,0,0,0,0,0,(0),0,0,0,0.0,(0),0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Thanet Coast,0.0,0,0.0,0,0,(0),0,0,0,0,0,3,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
The Strand Colonsay,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Thorne Moors,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Thrapston Gravel Pits,0.0,0,0.0,0,0,0,nan,nan,nan,nan,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Thurlestone Bay: Loam Castle-Beacon Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Thurso Bay,nan,(0),nan,nan,0,(0),0,0,(0),0,0,(0),0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Traeth Bach,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Traeth Coch,0.0,0,0.0,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,nan,nan,0,(0),0.0,(0),nan,0,0,12,2019-11-21 14:25:40
Traeth Dulas,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Traeth Melynog,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,0,(0),0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Trinity Broads,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,nan,nan,nan,0,0,12,2019-11-21 14:25:40
Tweed Estuary,0.0,(0),0.0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,2.0,0,nan,0,0,12,2019-11-21 14:25:40
Twyford Gravel Pits,0.0,0,nan,0,0,0,0,0,0,0,(0),0,0,0,0.0,0,0,(0),0.0,0,nan,0,0,12,2019-11-21 14:25:40
Tyne Estuary,0.0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Tyttenhanger Gravel Pits,0.0,0,0.0,(0),(0),0,0,(0),0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Upper Lough Erne,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Uyea Sound,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
WWT Martin Mere,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Walthamstow Reservoirs,0.0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Wanlip North Lakes,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Watch Water Reservoir,nan,0,0.0,0,0,0,(0),(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Watermead Country Park South,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Welbeck Estate,nan,0,0.0,0,0,0,(0),(0),0,(0),0,0,(0),0,0.0,0,0,0,0.0,0,nan,0,0,12,2019-11-21 14:25:40
Wembury Beach,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0.0,0.0,(0),0,(0),(0),nan,0.0,0.0,13,2019-11-21 14:25:46
West Water Reservoir,0,0,nan,0.0,0,0,0,(0),0,0,0,0.0,nan,0,nan,nan,nan,0,nan,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Whitlingham Country Park,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Wigtown Bay,0,0,0.0,0.0,0,(0),(0),0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Willen Lake,0,0,0.0,0.0,0,0,0,0,0,(0),0,nan,nan,0,0.0,0.0,0,nan,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Willington Gravel Pits,(0),(0),nan,0.0,0,0,0,0,0,0,0,0.0,(0),(0),0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Winterfield to Barns Ness,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,7,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Wootton Creek,nan,0,0.0,nan,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Wraysbury Gravel Pits,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,(0),0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Wraysbury Reservoir,0,0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Yealm Estuary,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-21 14:25:46
Ythan Estuary,0,0,0.0,1.0,1,0,(0),8,3,(4),(13),21.0,1,0,4.0,0.0,0,0,0,1,May,0.0,0.0,13,2019-11-21 14:25:46
Aber Dwyfor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Aberaeron Harbour and Beach,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Ardglass Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Ardkenish Peninsular,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Ardmore Pool,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Aros River and Salen Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Axe Estuary to Otter Estuary (Devon),nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Baston and Langtoft Gravel Pits,0,(0),0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Budworth Mere (Marbury Country Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Coney Island Bay,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Craster to Howick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Easington Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Farnham Gravel Pits,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Hunterston Sands,0,0,nan,nan,0,0,0,0,0,0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Irvine and Garnock Estuary,0,0,0.0,nan,(0),0,(0),0,(0),0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Isle of Coll,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Kidderminster Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Killard to Bloody Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-21 14:25:46
Llyn Llygeirian,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Loch Branahuie (Lewis),0,0.0,0,0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Loch Ordais and Nearby Lochs (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Loch Ordais and Port Mhor Bragar,(0),0.0,(0),0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Long Nanny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Newborough Warren NNR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Newton Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Northton Saltings (Harris),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Ob Breakish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Palmarsh Gravel Pit,0,0.0,0,0,0.0,0.0,0.0,0.0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
River Aire,nan,nan,nan,0,0.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
River Witham and South Delph: Five Mile House to Short Ferry,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Scarlett Pt to Strandhall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
South Down Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
South Down Coast - Black Rock to Ringavaddy,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
South Down Coast - Corely Bay to Black Rock,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
South Down Coast - Ringavaddy to Rathmullan Point,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Southwest Lancashire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
St Davids Pools (excluding Treffeiddan and Dowrog),0,nan,0,0,0.0,0.0,0.0,0.0,(0),0,0.0,0.0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
St Peter's Pool,nan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
St. Ouen's Pond,0,nan,0,0,0.0,0.0,0.0,0.0,0,(0),0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Tiree,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Traigh Luskentyre,0,0.0,0,0,nan,nan,0.0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
Tyrella,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-21 14:25:51
END
