Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Branahuie Banks (Lewis),nan,nan,nan,nan,nan,nan,196,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Branston Water Park and gravel pits,nan,nan,nan,0,0,0,0,1,0,0,0.0,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Broad Bay (Lewis),nan,450Outer Hebrides counts of divers and grebesA Stevenson (in litt.),35Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,72Outer Hebrides counts of divers and grebesA Stevenson (in litt.),300Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Buckie Loch Offshore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Buddon Ness to Arbroath,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Budworth Mere (Marbury Country Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Burnfoot Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Burra and Trondra (offshore),nan,nan,nan,109SOTEAG reportsM. Heubeck (in litt.),nan,97SOTEAG reportsM. Heubeck (in litt.),117SOTEAG reportsM. Heubeck (in litt.),99SOTEAG reportsM. Heubeck (in litt.),nan,126SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,125SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Campbeltown Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Cape Wrath to Handa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Carinish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Castlecraig to Rockfield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Ceann An T-Sailean,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Chapel Ness to Ardross Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Clow Bridge Reservoir,nan,nan,0.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Coldingham Loch,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Coldomo to Orphir Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Coll Saltings (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Coll and Gress Saltings And Laxdale Estuary (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Coll and Tiree offshore,nan,nan,nan,nan,nan,61unspecified aerial-countsnull,17unspecified aerial-countsnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
"Coll, Tiree and West Mull offshore",nan,nan,nan,nan,nan,nan,nan,4unspecified aerial-countsnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Cornelian Bay (Scarborough),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Craigalea to Newcastle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Crail Fifeness and Randerston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Creoch Loch,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Cresswell and Linton Ponds and Sea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Criccieth and Black Rock and graig Ddu Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Culla Voe (Papa Stour),nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Deer Sound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Easington Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
East Loch Tarbert (Harris),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
East Unst,nan,nan,nan,31SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Easterloch Uyeasound (Unst),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Easting and Sand Wick,nan,14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Echna Loch,nan,nan,nan,nan,nan,nan,2,2,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Eden Estuary and St Andrews Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Eglwys Nunydd Reservoir,0.0,1.0,2.0,1,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Essenside Loch,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Ethiehaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Ettrick Bay (Isle of Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,26,2019-11-22 03:19:13
Eynhallow Sound (Aikerness),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Farnham Gravel Pits,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Firth of Clyde and Loch Ryan offshore,nan,nan,nan,nan,nan,nan,nan,19unspecified aerial-countsnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Fluke Hall Pilling,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Garth Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Gorda Water,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Grutness Voe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Gulberwick Area,nan,nan,nan,nan,nan,nan,nan,56SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Hadston Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Hamna Voe (Papa Stour),nan,1,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Het to Scapa Pier,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Holm Island to Branahuie Banks (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Holm Peninsula (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Hooking Loch North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Horsey Mere,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Hunterston Sands,0.0,0,nan,nan,0,0,1,0,0,0.0,1,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Inner Bay of Firth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Irvine and Garnock Estuary,0.0,0,0,nan,(0),(1),(0),0,(0),0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Irvine to Saltcoats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Isle of Coll,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Kenly Burn to Buddo Rock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Killington Reservoir,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Kirkabister to Dury Voe,nan,nan,3SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Laggan Bay,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Lindley Wood Reservoir,0.0,(0),0,0.0,0,0,nan,nan,nan,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Llanishen and Lisvane Reservoirs and Roath Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Llyn Brenig,0.0,0,0,0.0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Loch Aird An Sgairbh (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Loch Arnol (Lewis),nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Loch Boisdale (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,2019-11-22 03:19:20
Loch Branahuie (Lewis),40,6,3,4.0,nan,nan,272.0,0,nan,nan,nan,430BirdguidesBirdguides,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Branahuie and Aignish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Fad and Kirk Dam (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Gretchen North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Linnhe - Annat to Fort William and Lochy Mouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch O' Th' Lowes (New Cumnock),0,0,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Ordais (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Ordais and Nearby Lochs (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Ordais and Port Mhor Bragar,(1),5,(2),0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Paible (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Saintear,4,1,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch Stiapavat (Lewis),0,(0),0,0.0,nan,nan,0.0,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Beith,nan,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Hellister,nan,0,0,0.0,3.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Littlester,nan,nan,0,nan,nan,nan,nan,nan,nan,1.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Scaill Rousay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Snarravoe (Unst),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Strom,nan,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of The Lowes (Cappercleuch),0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of The Lowes Black Loch and Creoch Loch Combined,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loch of Urie Fetlar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Lochmaddy (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Lochs Quien Fad and Dhu (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Longridge Reservoirs,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Lough Island Reavy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Lough Ross,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Loughrigg Tarn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Luce Bay offshore,nan,nan,nan,nan,nan,nan,nan,4unspecified aerial-countsnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Martnaham Fergus and Snipe Lochs Combined,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Melbost Sands (Lewis),2,26,4,4.0,nan,nan,nan,11,121.0,144.0,1.0,610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,2019-11-22 03:19:26
Methley Gravel Pit,1,0,0,0,0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Mishnish Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Montrose Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Moorcourt Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Morfa Bychan Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Newark Bay,8,15,14,10,9,9,12,12,11.0,11.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Newton Peninsula (Port Nan Long to Aird Mor) (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
North Bressay,nan,70SOTEAG reportsM. Heubeck (in litt.),nan,nan,43SOTEAG reportsM. Heubeck (in litt.),nan,6SOTEAG reportsM. Heubeck (in litt.),42SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
North Fetlar,nan,nan,nan,2SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
North Loch (Sanday),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
North Ronaldsay Lochs,nan,nan,nan,6,nan,7,nan,7,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
North-west Yell Sound,2SOTEAG reportsM. Heubeck (in litt.),nan,45SOTEAG reportsM. Heubeck (in litt.),14SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Northcraig Reservoir,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Northton Saltings (Harris),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Oakmere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Orkney,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Ormesby Reservoir,0,2,0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Outer Tay and St Andrews Bay offshore,nan,nan,546unspecified aerial-countsnull,61unspecified aerial-countsnull,116unspecified aerial-countsnull,159unspecified aerial-countsnull,32unspecified aerial-countsnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Papa Stour Freshwater Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Papil Water Fetlar,nan,5,3,3,13,14,5Supplementary visit under the WeBS Core Count SurveyWeBS,3,8.0,3.0,0.0,0.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Penmaenbach to Llanfairfechan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Peterhead Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Port Mhor Bragar (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Porthmadog Cob,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Portmore Loch,0,0,0,nan,0,0,0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Quarryford Pool,0,0,0,(0),nan,nan,nan,0,2.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Quendale Bay,nan,nan,nan,34SOTEAG reportsM. Heubeck (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Raith Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Randerston to Boarhills (Kenly Burn),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,2019-11-22 03:19:33
Rattrayhead to St Combs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:19:40
Ringstone Edge Reservoir,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:19:40
River Deveron - Banff to Bridge of Alvah,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:19:40
River Dyfi -above Junction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:19:40
River Eden - Stainton to Rockcliffe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,2019-11-22 03:19:40
