Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,1936,1937,1938,1939,RoughTimeAccessed
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[173, 1, 'Jan', 0, None, None]","[2000, 1, 'Dec', 0, None, None]","[823, 1, 'Jan', 0, None, None]","[2800, 1, 'Dec', 0, None, None]","[930, 1, 'Dec', 0, None, None]","[5800, 1, 'Dec', 0, None, None]","[2550, 1, 'Dec', 0, None, None]","[5370, 1, 'Dec', 0, None, None]","[4008, 1, 'Nov', 0, None, None]","[5750, 1, 'Dec', 0, None, None]","[2120, 1, 'Jan', 0, None, None]","[502, 1, 'Feb', 0, None, None]","[3030, 1, 'Jan', 0, None, None]","[5620, 1, 'Nov', 0, None, None]","[2520, 1, 'Jan', 0, None, None]","[9500, 1, 'Jan', 0, None, None]","[5600, 1, 'Oct', 0, None, None]","[6395, 1, 'Nov', 0, None, None]","[4165, 1, 'Nov', 0, None, None]","[4356, 1, 'Jan', 0, None, None]","[4775, 1, 'Nov', 0, None, None]","[3529, 1, 'Nov', 0, None, None]","[6330, 1, 'Nov', 0, None, None]","[6848, 1, 'Oct', 0, None, None]","[13026, 1, 'Nov', 0, None, None]","[11550, 1, 'Nov', 0, None, None]","[4970, 1, 'Dec', 0, None, None]","[13631, 1, 'Jan', 0, None, None]","[16471, 1, 'Jan', 0, None, None]","[14377, 1, 'Dec', 0, None, None]","[14247, 1, 'Jan', 0, None, None]","[12423, 1, 'Nov', 0, None, None]","[16398, 1, 'Dec', 0, None, None]","[18950, 1, 'Jan', 0, None, None]","[20083, 1, 'Nov', 0, None, None]","[19078, 1, 'Jan', 0, None, None]","[16056, 1, 'Nov', 0, None, None]","[20694, 1, 'Jan', 0, None, None]","[17444, 1, 'Jan', 0, None, None]","[18426, 1, 'Jan', 0, None, None]","[16750, 1, 'Nov', 0, None, None]","[11998, 1, 'Dec', 0, None, None]","[10304, 1, 'Jan', 0, None, None]","[7557, 1, 'Feb', 0, None, None]","[11148, 1, 'Dec', 0, None, None]","[8890, 1, 'Feb', 0, None, None]","[9493, 1, 'Mar', 0, None, None]","[10295, 1, 'Feb', 0, None, None]","[10123, 1, 'Feb', 0, None, None]","[7974, 1, 'Mar', 0, None, None]","[18997, 1, 'Jan', 0, None, None]","[9878, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1105, 1, 'Jan', 0, None, None]","[590, 1, 'Jan', 0, None, None]","[2854, 1, 'Jan', 0, None, None]","[1451, 1, 'Jan', 0, None, None]","[653, 1, 'Dec', 0, None, None]","[886, 1, 'Feb', 0, None, None]","[3815, 1, 'Jan', 0, None, None]","[9965, 1, 'Dec', 0, None, None]","[2019, 1, 'Jan', 0, None, None]","[10998, 1, 'Feb', 0, None, None]","[13434, 1, 'Dec', 0, None, None]","[1805, 1, 'Dec', 0, None, None]","[7625, 1, 'Jan', 0, None, None]","[3486, 1, 'Dec', 0, None, None]","[2354, 1, 'Nov', 0, None, None]","[7318, 1, 'Dec', 0, None, None]","[1417, 1, 'Dec', 0, None, None]","[1040, 1, 'Jan', 0, None, None]","[7339, 1, 'Jan', 0, None, None]","[5677, 1, 'Dec', 0, None, None]","[2459, 1, 'Feb', 0, None, None]","[2036, 1, 'Dec', 0, None, None]","[2495, 1, 'Dec', 0, None, None]","[1977, 1, 'Feb', 0, None, None]","[4009, 1, 'Feb', 0, None, None]","[5441, 1, 'Nov', 0, None, None]","[3203, 1, 'Sep', 0, None, None]","[1364, 1, 'Oct', 0, None, None]","[3622, 2, 'Nov', 0, None, None]","[2580, 2, 'Dec', 0, None, None]","[3677, 2, 'Nov', 0, None, None]","[1886, 1, 'Nov', 0, None, None]","[1390, 1, 'Jan', 0, None, None]","[1993, 1, 'Sep', 0, None, None]","[2027, 1, 'Jan', 0, None, None]","[2287, 1, 'Nov', 0, None, None]","[5642, 1, 'Nov', 0, None, None]","[3476, 1, 'Jan', 0, None, None]","[3444, 1, 'Jan', 0, None, None]","[5887, 1, 'Jan', 0, None, None]","[6612, 1, 'Dec', 0, None, None]","[8961, 1, 'Dec', 0, None, None]","[5124, 1, 'Dec', 0, None, None]","[13224, 1, 'Jan', 0, None, None]","[8062, 1, 'Oct', 0, None, None]","[5572, 2, 'Feb', 0, None, None]","[8476, 1, 'Dec', 0, None, None]","[8438, 1, 'Oct', 0, None, None]","[9494, 1, 'Nov', 0, None, None]","[12315, 1, 'Jan', 0, None, None]","[8777, 1, 'Mar', 0, None, None]","[15245, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4912, 1, 'Jan', 0, None, None]","[4711, 1, 'Jan', 0, None, None]","[14406, 1, 'Feb', 0, None, None]","[3105, 1, 'Dec', 0, None, None]","[1531, 1, 'Oct', 0, None, None]","[3166, 1, 'Oct', 0, None, None]","[4026, 1, 'Oct', 0, None, None]","[3553, 1, 'Dec', 0, None, None]","[1598, 1, 'Oct', 0, None, None]","[1886, 1, 'Oct', 0, None, None]","[1922, 1, 'Feb', 0, None, None]","[1668, 1, 'Oct', 0, None, None]","[3657, 1, 'Feb', 0, None, None]","[6403, 1, 'Jan', 0, None, None]","[2476, 1, 'Oct', 0, None, None]","[9066, 1, 'Jan', 0, None, None]","[1221, 2, 'Dec', 0, None, None]","[2484, 2, 'Oct', 0, None, None]","[20962, 1, 'Jan', 0, None, None]","[2326, 1, 'Feb', 0, None, None]","[2890, 1, 'Mar', 0, None, None]","[2600, 1, 'Dec', 0, None, None]","[2256, 1, 'Oct', 0, None, None]","[2395, 1, 'Oct', 0, None, None]","[1202, 1, 'Dec', 0, None, None]","[3875, 1, 'Jan', 0, None, None]","[2570, 1, 'Oct', 0, None, None]","[2359, 1, 'Dec', 0, None, None]","[3539, 1, 'Dec', 0, None, None]","[3690, 1, 'Mar', 0, None, None]","[5178, 1, 'Jan', 0, None, None]","[1260, 1, 'Oct', 0, None, None]","[3407, 1, 'Oct', 0, None, None]","[2975, 1, 'Jan', 0, None, None]","[5392, 1, 'Jan', 0, None, None]","[5808, 1, 'Jan', 0, None, None]","[9798, 1, 'Jan', 0, None, None]","[5565, 1, 'Jan', 0, None, None]","[4343, 1, 'Jan', 0, None, None]","[6449, 1, 'Oct', 0, None, None]","[3566, 1, 'Dec', 0, None, None]","[9293, 1, 'Oct', 0, None, None]","[4428, 1, 'Feb', 0, None, None]","[6641, 1, 'Feb', 0, None, None]","[6932, 1, 'Jan', 0, None, None]","[7626, 1, 'Feb', 0, None, None]","[12286, 1, 'Feb', 0, None, None]","[14036, 1, 'Jan', 0, None, None]","[6572, 1, 'Feb', 0, None, None]","[7056, 1, 'Feb', 0, None, None]","[8578, 1, 'Nov', 0, None, None]","[5552, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Morecambe Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4794, 1, 'Jan', 0, None, None]","[5522, 1, 'Jan', 0, None, None]","[6613, 1, 'Jan', 0, None, None]","[5458, 1, 'Jan', 0, None, None]","[4739, 1, 'Jan', 0, None, None]","[6311, 1, 'Jan', 0, None, None]","[4437, 1, 'Jan', 0, None, None]","[6203, 1, 'Jan', 0, None, None]","[1975, 1, 'Jan', 0, None, None]","[2839, 1, 'Jan', 0, None, None]","[1983, 1, 'Jan', 0, None, None]","[1951, 1, 'Jan', 0, None, None]","[2352, 1, 'Jan', 0, None, None]","[1387, 1, 'Jan', 0, None, None]","[1287, 1, 'Jan', 0, None, None]","[3453, 1, 'Jan', 0, None, None]","[425, 1, 'Nov', 0, None, None]","[1218, 1, 'Dec', 0, None, None]","[3859, 1, 'Jan', 0, None, None]","[3219, 1, 'Dec', 0, None, None]","[2685, 1, 'Jan', 0, None, None]","[2692, 1, 'Jan', 0, None, None]","[4404, 1, 'Dec', 0, None, None]","[4667, 1, 'Jan', 0, None, None]","[4084, 1, 'Dec', 0, None, None]","[6944, 1, 'Dec', 0, None, None]","[5832, 1, 'Nov', 0, None, None]","[6684, 1, 'Nov', 0, None, None]","[7494, 1, 'Nov', 0, None, None]","[7045, 1, 'Dec', 0, None, None]","[6432, 1, 'Jan', 0, None, None]","[6002, 1, 'Nov', 0, None, None]","[4783, 1, 'Jan', 0, None, None]","[5289, 1, 'Nov', 0, None, None]","[7746, 1, 'Dec', 0, None, None]","[5861, 1, 'Dec', 0, None, None]","[5634, 1, 'Jan', 0, None, None]","[7151, 1, 'Jan', 0, None, None]","[8095, 1, 'Dec', 0, None, None]","[8929, 1, 'Jan', 0, None, None]","[6201, 2, 'Dec', 0, None, None]","[6260, 1, 'Dec', 0, None, None]","[9110, 1, 'Dec', 0, None, None]","[7179, 1, 'Jan', 0, None, None]","[6137, 1, 'Jan', 0, None, None]","[5785, 1, 'Feb', 0, None, None]","[9199, 1, 'Dec', 0, None, None]","[10003, 1, 'Jan', 0, None, None]","[6313, 1, 'Nov', 0, None, None]","[7364, 1, 'Jan', 0, None, None]","[9506, 1, 'Nov', 0, None, None]","[7535, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[7, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[6, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[667, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,"[7, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[50, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,"[2538, 1, 'Jan', 0, None, None]","[8755, 1, 'Jan', 0, None, None]","[11116, 1, 'Jan', 0, None, None]","[7099, 1, 'Jan', 0, None, None]","[4104, 1, 'Jan', 0, None, None]","[3500, 1, 'Feb', 0, None, None]","[5005, 1, 'Dec', 0, None, None]","[4435, 1, 'Jan', 0, None, None]","[1526, 1, 'Jan', 0, None, None]","[3906, 1, 'Feb', 0, None, None]","[6647, 1, 'Jan', 0, None, None]","[1236, 1, 'Jan', 0, None, None]","[7733, 1, 'Jan', 0, None, None]","[5937, 1, 'Jan', 0, None, None]","[6005, 1, 'Jan', 0, None, None]","[9736, 1, 'Dec', 0, None, None]","[6887, 1, 'Dec', 0, None, None]","[7879, 1, 'Jan', 0, None, None]","[13942, 1, 'Jan', 0, None, None]","[9264, 1, 'Jan', 0, None, None]","[9258, 1, 'Jan', 0, None, None]","[5124, 1, 'Jan', 0, None, None]","[4557, 1, 'Jan', 0, None, None]","[4017, 1, 'Dec', 0, None, None]","[3935, 1, 'Dec', 0, None, None]","[3527, 1, 'Feb', 0, None, None]","[3838, 1, 'Dec', 0, None, None]","[3947, 2, 'Dec', 0, None, None]","[5689, 1, 'Jan', 0, None, None]","[6267, 1, 'Jan', 0, None, None]","[11548, 1, 'Jan', 0, None, None]","[5304, 1, 'Dec', 0, None, None]","[4011, 1, 'Jan', 0, None, None]","[3459, 1, 'Feb', 0, None, None]","[5789, 1, 'Jan', 0, None, None]","[5579, 1, 'Jan', 0, None, None]","[7019, 1, 'Jan', 0, None, None]","[9110, 1, 'Jan', 0, None, None]","[8058, 1, 'Jan', 0, None, None]","[6249, 1, 'Jan', 0, None, None]","[9343, 1, 'Jan', 0, None, None]","[10008, 1, 'Jan', 0, None, None]","[7589, 1, 'Feb', 0, None, None]","[7676, 1, 'Jan', 0, None, None]","[10284, 2, 'Jan', 0, None, None]","[7673, 1, 'Jan', 0, None, None]","[5961, 1, 'Jan', 0, None, None]","[6740, 1, 'Dec', 0, None, None]","[5442, 1, 'Jan', 0, None, None]","[7865, 1, 'Jan', 0, None, None]","[10907, 1, 'Nov', 0, None, None]","[7803, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Inner Moray and Beauly Firths,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4387, 1, 'Nov', 0, None, None]","[8982, 1, 'Nov', 0, None, None]","[2668, 1, 'Oct', 0, None, None]","[3287, 1, 'Nov', 0, None, None]","[3180, 1, 'Oct', 0, None, None]","[2832, 1, 'Nov', 0, None, None]","[4385, 1, 'Oct', 0, None, None]","[3805, 1, 'Nov', 0, None, None]","[4534, 1, 'Nov', 0, None, None]","[3886, 1, 'Nov', 0, None, None]","[7702, 1, 'Nov', 0, None, None]","[4168, 1, 'Jan', 0, None, None]","[4787, 1, 'Oct', 0, None, None]","[7184, 1, 'Dec', 0, None, None]","[5635, 1, 'Jan', 0, None, None]","[4582, 1, 'Nov', 0, None, None]","[7620, 1, 'Dec', 0, None, None]","[5432, 1, 'Oct', 0, None, None]","[1220, 1, 'Jan', 0, None, None]","[6879, 1, 'Dec', 0, None, None]","[5525, 1, 'Oct', 0, None, None]","[5214, 1, 'Dec', 0, None, None]","[5410, 1, 'Oct', 0, None, None]","[5451, 1, 'Oct', 0, None, None]","[7430, 1, 'Oct', 0, None, None]","[8058, 1, 'Jan', 0, None, None]","[9999, 1, 'Dec', 0, None, None]","[9417, 1, 'Oct', 0, None, None]","[8962, 1, 'Dec', 0, None, None]","[8200, 1, 'Dec', 0, None, None]","[10097, 1, 'Dec', 0, None, None]","[7964, 1, 'Dec', 0, None, None]","[8200, 1, 'Jan', 0, None, None]","[9746, 1, 'Dec', 0, None, None]","[7260, 1, 'Oct', 0, None, None]","[7070, 1, 'Oct', 0, None, None]","[7820, 1, 'Dec', 0, None, None]","[7587, 1, 'Dec', 0, None, None]","[5595, 1, 'Dec', 0, None, None]","[6078, 1, 'Jan', 0, None, None]","[5863, 1, 'Oct', 0, None, None]","[7666, 1, 'Oct', 0, None, None]","[6555, 1, 'Jan', 0, None, None]","[3546, 1, 'Jan', 0, None, None]","[5884, 1, 'Oct', 0, None, None]","[5242, 1, 'Oct', 0, None, None]","[4963, 1, 'Oct', 0, None, None]","[5928, 1, 'Oct', 0, None, None]","[7764, 2, 'Oct', 0, None, None]","[8947, 1, 'Oct', 0, None, None]","[7707, 1, 'Oct', 0, None, None]","[6452, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Cleddau Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[637, 1, 'Jan', 0, None, None]","[1290, 1, 'Jan', 0, None, None]","[679, 1, 'Jan', 0, None, None]","[1429, 1, 'Jan', 0, None, None]","[1454, 1, 'Nov', 0, None, None]","[1407, 1, 'Nov', 0, None, None]","[755, 1, 'Feb', 0, None, None]","[1484, 1, 'Dec', 0, None, None]","[449, 1, 'Jan', 0, None, None]","[2026, 1, 'Dec', 0, None, None]","[1736, 1, 'Jan', 0, None, None]","[350, 1, 'Dec', 0, None, None]","[700, 1, 'Jan', 0, None, None]","[914, 1, 'Jan', 0, None, None]","[660, 1, 'Jan', 0, None, None]","[1055, 1, 'Jan', 0, None, None]","[2123, 1, 'Dec', 0, None, None]",nan,"[3253, 1, 'Jan', 0, None, None]","[1894, 1, 'Dec', 0, None, None]","[9433, 1, 'Jan', 0, None, None]","[2312, 1, 'Jan', 0, None, None]","[2443, 1, 'Nov', 0, None, None]","[3675, 1, 'Dec', 0, None, None]","[2974, 1, 'Dec', 0, None, None]","[4020, 1, 'Nov', 0, None, None]","[2461, 1, 'Dec', 0, None, None]","[2088, 1, 'Nov', 0, None, None]","[2403, 1, 'Dec', 0, None, None]","[3455, 1, 'Dec', 0, None, None]","[3351, 1, 'Nov', 0, None, None]","[3058, 1, 'Dec', 0, None, None]","[4009, 1, 'Dec', 0, None, None]","[3532, 1, 'Dec', 0, None, None]","[3604, 2, 'Nov', 0, None, None]","[3192, 1, 'Nov', 0, None, None]","[3720, 1, 'Dec', 0, None, None]","[6045, 1, 'Dec', 0, None, None]","[8468, 1, 'Nov', 0, None, None]","[9441, 1, 'Nov', 0, None, None]","[7643, 1, 'Nov', 0, None, None]","[7130, 1, 'Nov', 0, None, None]","[7429, 1, 'Nov', 0, None, None]","[8227, 1, 'Nov', 0, None, None]","[7580, 1, 'Nov', 0, None, None]","[7177, 1, 'Nov', 0, None, None]","[5003, 1, 'Oct', 0, None, None]","[3800, 1, 'Oct', 0, None, None]","[5720, 1, 'Nov', 0, None, None]","[5758, 1, 'Nov', 0, None, None]","[6948, 1, 'Oct', 0, None, None]","[8703, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Dee Estuary (England and Wales),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[250, 1, 'Jan', 0, None, None]","[1022, 1, 'Feb', 0, None, None]","[217, 1, 'Feb', 0, None, None]","[495, 1, 'Oct', 0, None, None]","[335, 1, 'Dec', 0, None, None]","[342, 1, 'Jan', 0, None, None]","[800, 1, 'Nov', 0, None, None]","[906, 1, 'Oct', 0, None, None]","[661, 1, 'Dec', 0, None, None]","[135, 1, 'Oct', 0, None, None]","[336, 1, 'Dec', 0, None, None]","[203, 2, 'Dec', 0, None, None]","[0, 2, '', 0, None, None]","[747, 1, 'Dec', 0, None, None]","[1405, 1, 'Dec', 0, None, None]","[1181, 1, 'Nov', 0, None, None]","[2015, 1, 'Dec', 0, None, None]","[750, 1, 'Oct', 0, None, None]","[1601, 1, 'Jan', 0, None, None]","[1230, 1, 'Jan', 0, None, None]","[3660, 1, 'Jan', 0, None, None]","[2720, 1, 'Dec', 0, None, None]","[2180, 1, 'Dec', 0, None, None]","[827, 1, 'Nov', 0, None, None]","[4307, 1, 'Nov', 0, None, None]","[5078, 1, 'Oct', 0, None, None]","[3155, 1, 'Nov', 0, None, None]","[1866, 1, 'Dec', 0, None, None]","[8091, 1, 'Dec', 0, None, None]","[2191, 1, 'Dec', 0, None, None]","[3682, 1, 'Dec', 0, None, None]","[5366, 1, 'Dec', 0, None, None]","[3302, 1, 'Nov', 0, None, None]","[2751, 1, 'Dec', 0, None, None]","[4681, 1, 'Feb', 0, None, None]","[4547, 1, 'Jan', 0, None, None]","[3979, 1, 'Nov', 0, None, None]","[5658, 1, 'Nov', 0, None, None]","[2464, 1, 'Dec', 0, None, None]","[6695, 1, 'Nov', 0, None, None]","[5797, 1, 'Oct', 0, None, None]","[2461, 1, 'Nov', 0, None, None]","[1776, 1, 'Dec', 0, None, None]","[3512, 1, 'Jan', 0, None, None]","[2568, 1, 'Oct', 0, None, None]","[1177, 1, 'Feb', 0, None, None]","[4759, 1, 'Dec', 0, None, None]","[2996, 1, 'Nov', 0, None, None]","[5028, 1, 'Dec', 0, None, None]","[7500, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[7677, 1, 'Dec', 0, None, None]","[7707, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Severn Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2496, 1, 'Jan', 0, None, None]","[8755, 1, 'Jan', 0, None, None]","[11116, 1, 'Jan', 0, None, None]","[7099, 1, 'Jan', 0, None, None]","[4104, 1, 'Jan', 0, None, None]","[3500, 1, 'Feb', 0, None, None]","[5005, 1, 'Dec', 0, None, None]","[4404, 1, 'Jan', 0, None, None]","[1520, 1, 'Jan', 0, None, None]","[3871, 1, 'Feb', 0, None, None]","[6632, 1, 'Jan', 0, None, None]","[1236, 1, 'Jan', 0, None, None]","[7733, 1, 'Jan', 0, None, None]","[5937, 1, 'Jan', 0, None, None]","[6005, 1, 'Jan', 0, None, None]","[9736, 1, 'Dec', 0, None, None]","[6887, 1, 'Dec', 0, None, None]","[7874, 1, 'Jan', 0, None, None]","[13941, 1, 'Jan', 0, None, None]","[9179, 1, 'Jan', 0, None, None]","[8455, 1, 'Jan', 0, None, None]","[4789, 1, 'Jan', 0, None, None]","[4055, 1, 'Jan', 0, None, None]","[4015, 1, 'Dec', 0, None, None]","[3636, 1, 'Dec', 0, None, None]","[3384, 1, 'Feb', 0, None, None]","[3838, 1, 'Dec', 0, None, None]","[3671, 2, 'Dec', 0, None, None]","[5281, 1, 'Jan', 0, None, None]","[6205, 1, 'Jan', 0, None, None]","[10875, 1, 'Jan', 0, None, None]","[5098, 1, 'Dec', 0, None, None]","[3997, 1, 'Jan', 0, None, None]","[3080, 1, 'Feb', 0, None, None]","[4989, 2, 'Jan', 0, None, None]","[4889, 1, 'Feb', 0, None, None]","[5780, 1, 'Jan', 0, None, None]","[7236, 1, 'Jan', 0, None, None]","[5934, 1, 'Jan', 0, None, None]","[4886, 1, 'Jan', 0, None, None]","[7829, 1, 'Jan', 0, None, None]","[8559, 1, 'Jan', 0, None, None]","[5883, 1, 'Feb', 0, None, None]","[5858, 1, 'Jan', 0, None, None]","[7771, 2, 'Jan', 0, None, None]","[6661, 1, 'Jan', 0, None, None]","[4043, 1, 'Jan', 0, None, None]","[5103, 1, 'Jan', 0, None, None]","[3824, 1, 'Jan', 0, None, None]","[7107, 1, 'Jan', 0, None, None]","[8660, 1, 'Nov', 0, None, None]","[6097, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Blackwater Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3863, 1, 'Nov', 0, None, None]","[2694, 1, 'Jan', 0, None, None]","[2393, 1, 'Jan', 0, None, None]","[2798, 1, 'Jan', 0, None, None]","[2058, 1, 'Dec', 0, None, None]","[2660, 1, 'Feb', 0, None, None]","[1280, 1, 'Nov', 0, None, None]","[2188, 1, 'Dec', 0, None, None]","[2273, 1, 'Oct', 0, None, None]","[1365, 1, 'Nov', 0, None, None]","[1289, 1, 'Jan', 0, None, None]","[1138, 1, 'Jan', 0, None, None]","[3347, 1, 'Feb', 0, None, None]","[798, 1, 'Nov', 0, None, None]","[1163, 1, 'Nov', 0, None, None]","[2031, 1, 'Jan', 0, None, None]","[371, 2, 'Jan', 0, None, None]","[235, 1, 'Oct', 0, None, None]","[4620, 2, 'Jan', 0, None, None]","[2373, 1, 'Dec', 0, None, None]","[1047, 1, 'Jan', 0, None, None]","[1392, 1, 'Dec', 0, None, None]","[1693, 1, 'Nov', 0, None, None]","[1383, 1, 'Nov', 0, None, None]","[1534, 2, 'Oct', 0, None, None]","[1806, 1, 'Nov', 0, None, None]","[2928, 1, 'Jan', 0, None, None]","[3999, 1, 'Jan', 0, None, None]","[2732, 1, 'Jan', 0, None, None]","[2080, 1, 'Mar', 0, None, None]","[2534, 2, 'Oct', 0, None, None]","[3031, 1, 'Feb', 0, None, None]","[3401, 1, 'Feb', 0, None, None]","[4296, 1, 'Feb', 0, None, None]","[6507, 2, 'Feb', 0, None, None]","[5789, 1, 'Mar', 0, None, None]","[10976, 1, 'Feb', 0, None, None]","[7057, 1, 'Feb', 0, None, None]","[7385, 1, 'Jan', 0, None, None]","[6708, 1, 'Dec', 0, None, None]","[6580, 1, 'Jan', 0, None, None]","[5667, 1, 'Jan', 0, None, None]","[5836, 1, 'Nov', 0, None, None]","[4722, 1, 'Jan', 0, None, None]","[3713, 1, 'Jan', 0, None, None]","[4553, 1, 'Dec', 0, None, None]","[6056, 1, 'Feb', 0, None, None]","[6794, 1, 'Jan', 0, None, None]","[5120, 1, 'Feb', 0, None, None]","[4549, 1, 'Nov', 0, None, None]","[7761, 1, 'Jan', 0, None, None]","[4594, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
Montrose Basin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1500, 1, 'Feb', 0, None, None]","[2000, 1, 'Jan', 0, None, None]","[1600, 1, 'Jan', 0, None, None]","[1500, 1, 'Feb', 0, None, None]","[3000, 2, 'Nov', 0, None, None]","[4000, 2, 'Oct', 0, None, None]","[4000, 1, 'Nov', 0, None, None]","[3000, 1, 'Oct', 0, None, None]","[2000, 1, 'Jan', 0, None, None]","[3000, 1, 'Oct', 0, None, None]","[2000, 1, 'Dec', 0, None, None]","[1500, 1, 'Nov', 0, None, None]","[1100, 1, 'Sep', 0, None, None]","[2500, 1, 'Dec', 0, None, None]","[3200, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[3860, 1, 'Dec', 0, None, None]","[3393, 1, 'Nov', 0, None, None]","[4426, 1, 'Nov', 0, None, None]","[4500, 1, 'Nov', 0, None, None]","[5828, 1, 'Nov', 0, None, None]","[4900, 1, 'Oct', 0, None, None]","[5781, 1, 'Jan', 0, None, None]","[4852, 1, 'Oct', 0, None, None]","[5355, 1, 'Oct', 0, None, None]","[5456, 1, 'Dec', 0, None, None]","[3555, 1, 'Nov', 0, None, None]","[3600, 1, 'Nov', 0, None, None]","[4233, 1, 'Nov', 0, None, None]","[4856, 1, 'Nov', 0, None, None]","[2735, 1, 'Nov', 0, None, None]","[3170, 1, 'Nov', 0, None, None]","[3503, 1, 'Dec', 0, None, None]","[4402, 1, 'Jan', 0, None, None]","[3446, 1, 'Oct', 0, None, None]","[4381, 1, 'Nov', 0, None, None]","[4752, 1, 'Nov', 0, None, None]","[5488, 1, 'Nov', 0, None, None]","[4147, 2, 'Nov', 0, None, None]","[5065, 1, 'Dec', 0, None, None]","[3047, 1, 'Dec', 0, None, None]","[3608, 1, 'Jan', 0, None, None]","[3851, 1, 'Nov', 0, None, None]","[3624, 1, 'Oct', 0, None, None]","[3595, 1, 'Nov', 0, None, None]","[2766, 1, 'Nov', 0, None, None]","[3689, 1, 'Oct', 0, None, None]","[4287, 1, 'Oct', 0, None, None]","[5378, 1, 'Oct', 0, None, None]","[4287, 1, 'Oct', 0, None, None]","[8236, 1, 'Oct', 0, None, None]","[4370, 2, 'Oct', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:15:00
