Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Loch Bad a' Chrotha,nan,nan,nan,nan,nan,nan,nan,2.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Ballygrant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,38,2019-11-22 02:16:48
Loch Belmont (Unst),nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0,0,0.0,0.0,nan,1,0,nan,0,0,38,2019-11-22 02:16:48
Loch Borralie,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,5,0,0,(0),0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Carron,nan,nan,7,nan,nan,nan,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Chon,7,0,0,0.0,0.0,(0),nan,0.0,0,2.0,0,(0),0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Cill Chriosd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Clunie,0,0,0,0.0,0.0,0,0.0,3.0,(0),0.0,0,0,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0.0,nan,nan,nan,nan,nan,0,0,38,2019-11-22 02:16:48
Loch Coulter,0,0,0,3.0,2.0,2,5.0,1.0,10,1.0,8,3,0,0,7,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Craignish and Loch Beag,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0.0,0.0,0,1,0,nan,0,0,38,2019-11-22 02:16:48
Loch Creran,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,0.0,0.0,1,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Culag,nan,nan,nan,nan,nan,nan,nan,0.0,3,0.0,4,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Diabaigas Airde,nan,nan,3,nan,nan,nan,nan,0.0,0,0.0,0,0,nan,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Earn,0,0,0,0.0,0.0,0,0.0,0.0,9,1.0,0,0,0,2,0,2.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Eriboll,nan,(0),(0),nan,nan,nan,0.0,0.0,0,0.0,1,0,(0),0,0,0.0,0.0,0,0,(0),nan,0,0,38,2019-11-22 02:16:48
Loch Finlaggan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,nan,nan,0,0,38,2019-11-22 02:16:48
Loch Garten,nan,nan,nan,nan,nan,8,1.0,nan,(0),12.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Gearach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,3,12,0.0,nan,0,nan,nan,nan,0,0,38,2019-11-22 02:16:48
Loch Hope,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,(0),(0),0.0,0.0,nan,nan,nan,nan,0,0,38,2019-11-22 02:16:48
Loch Kanaird and Cul a` Bhogha,nan,nan,0,nan,nan,nan,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Katrine,(8),17,0,12.0,0.0,1,3.0,0.0,0,0.0,0,18,0,0,0,0.0,0.0,(0),0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Laggan (Kippen),0,0,0,0.0,2.0,0,0.0,4.0,5,3.0,0,0,(0),(0),(0),0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Leodasay (North Uist),nan,0,0,0.0,3.0,0,0.0,0.0,0,0.0,0,0,0,3,0,0.0,0.0,1,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Leven - Invercoe,0,6,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,(0),0,0,0.0,0.0,0,0,2,Apr,0,0,38,2019-11-22 02:16:48
Loch Linnhe - Camas Shallachain,0,4,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,0,0,38,2019-11-22 02:16:48
Loch Linnhe - Inversanda Bay to Corran Ferry,0,4,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,23Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,0.0,0.0,0,(0),0,nan,0,0,38,2019-11-22 02:16:48
Loch Lurgainn,nan,0,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,38,2019-11-22 02:16:48
Loch Meadie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Mealt,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Na Keal,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Raa,nan,nan,nan,nan,nan,nan,0.0,7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Roe,0.0,(1),nan,nan,nan,nan,nan,(0),0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Rusky,0.0,0,0.0,0.0,0.0,0,0.0,3,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Rutton Lochfoot,0.0,0,nan,nan,0.0,0,0.0,0,nan,nan,2.0,0.0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Sarclet,0.0,0,5.0,0.0,nan,nan,0.0,0,0.0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Slapin,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,9.0,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Sunart - Camas Na H-Airbhe to Head,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,2,0.0,0.0,0,nan,nan,nan,nan,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Tallant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,nan,nan,0.0,nan,nan,nan,nan,0,0,39,2019-11-22 02:16:56
Loch Tarbaidh,nan,0,nan,nan,nan,nan,nan,nan,3.0,0,0.0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Tay,0.0,9,4.0,0.0,0.0,0,0.0,7,0.0,0,0.0,32.0,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch Watston Doune,0.0,1,0.0,0.0,0.0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Aboyne,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,(0),0.0,0.0,nan,0.0,nan,nan,nan,nan,0,0,39,2019-11-22 02:16:56
Loch of Asta,nan,0,0.0,3.0,2.0,8,0.0,0,2.0,(0),0.0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Balloch,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Burness (Westray),nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,0.0,nan,nan,nan,nan,nan,0,0,39,2019-11-22 02:16:56
Loch of Craiglush,0.0,0,0.0,0.0,21.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Flugarth,nan,2,0.0,0.0,0.0,0,0.0,3,0.0,0,0.0,0.0,0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Fyvie,0.0,0,0.0,0.0,0.0,0,0.0,0,17.0,38,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Kirkabister (Bressay),nan,6,nan,7.0,7.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,4,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Loch of Sung,nan,0,0.0,0.0,0.0,0,0.0,0,0.0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0,39,2019-11-22 02:16:56
Lochain Uvie,nan,nan,0.0,nan,nan,5,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,39,2019-11-22 02:16:56
Lochaline Bay - Morvern,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Lochan An Daim,nan,0,0.0,6.0,8.0,6,4.0,8,0.0,4,7.0,3.0,10,2.0,2.0,2.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Lochan Chip Dhuibh,0.0,0,0.0,0.0,0.0,nan,0.0,nan,2.0,5,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,39,2019-11-22 02:16:56
Lochan Na Bi,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0,39,2019-11-22 02:16:56
Lochan a' Mhuilinn,nan,4Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,10.0,7,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,0,39,2019-11-22 02:16:56
Lochanan Dubha (Wester Ross),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Lochend Loch,0,0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,0,nan,0,0,40,2019-11-22 02:17:03
Lochend Loch (Edinburgh),0,(0),0,0.0,0,nan,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Lochgoin Reservoir,18,2,2,0.0,20,0,0.0,0.0,0,0.0,0,(0),0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Lochhill,nan,nan,nan,nan,nan,nan,0.0,2.0,0,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,nan,0.0,0,nan,nan,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Lochhouses Reservoir (Lochhouse Pond),1,(8),(4),14.0,33,0,nan,nan,nan,nan,nan,nan,0.0,0,0.0,(0),(0),0.0,0.0,nan,nan,0,0,40,2019-11-22 02:17:03
Lockwood Beck Reservoir,0,0,nan,0.0,0,0,0.0,0.0,(0),0.0,0,5,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Loe Pool,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,1.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
London Wetland Centre,1,1,1,1.0,1,1,1.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Long Loch,0,1,0,0.0,0,0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Longhirst Flash,nan,nan,0,1.0,0,5,4.0,nan,nan,nan,0,nan,0.0,0,2.0,0,0,nan,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Longleat Ponds,0,0,0,nan,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Lough Aghery,0,0,0,0.0,3,11,0.0,2.0,5,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Low Barnes Nature Reserve,0,0,0,0.0,0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1,Nov,0,0,40,2019-11-22 02:17:03
Lowbank Complex,4,3,0,0.0,17,4,29.0,4.0,0,0.0,5,29,3.0,7,1.0,0,0,0.0,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Lower Frome,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0,0,0.0,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Lower Windrush Valley Gravel Pits,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Loweswater,(0),0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,nan,0,0.0,nan,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
M2 to Burham Court,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1,0.0,0,0,0.0,0.0,1,Jun,0,0,40,2019-11-22 02:17:03
Magherlough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,0,40,2019-11-22 02:17:03
Maidens Harbour,0,0,0,0.0,0,0,0.0,0.0,0,4.0,0,0,0.0,0,1.0,0,0,0.0,0.0,(0),nan,0,0,40,2019-11-22 02:17:03
Manitou Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,nan,nan,nan,nan,0,0,40,2019-11-22 02:17:03
Marazion Marsh,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Marloes Mere,0,(0),(0),0.0,(0),(0),0.0,1.0,0,0.0,0,0,0.0,0,8.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Marston Vale Country Park,0,0,0,0.0,0,0,nan,nan,nan,nan,nan,(0),0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Martham Broad,nan,11Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,0,0,1.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Masham Gravel Pits,6,3,3,0.0,0,12,0.0,0.0,0,nan,nan,nan,nan,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
McAuley's Lake,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Meadow Lane Gravel Pits,0,0,0,0.0,0,0,0.0,0.0,0,nan,nan,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,0,nan,0,0,40,2019-11-22 02:17:03
Meadowhead Sandpit,0,0,6,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,nan,0,0,40,2019-11-22 02:17:03
Medway Estuary,(0),(17),(0),(0),0,0,0.0,2,0,0.0,0.0,0,0,0,(0),0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Melbost Sands and Broad Bay (Lewis),0,0,0,(1),nan,0,0.0,0,0,0.0,0.0,(0),0,1,(0),(0),nan,0.0,nan,nan,nan,0,0,41,2019-11-22 02:17:10
Mere Farm Quarry - Chelford,nan,nan,nan,0,0,5,0.0,0,0,0.0,0.0,0,0,0,0,0,2.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mere Sands Wood Nature Reserve,5,0,0,17,0,30,5.0,10,0,0.0,34.0,0,0,3,4,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Messingham Sand Quarries,nan,nan,nan,nan,0,0,1.0,0,nan,nan,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Metheringham Delph,0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,(1),0,28,0,0.0,0.0,(0),nan,nan,0,0,41,2019-11-22 02:17:10
Mickletown Ings,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Middle Tame Valley Gravel Pits,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0,0,9,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Middle Yare Marshes,0,0,0,0,1,0,2.0,0,0,0.0,0.0,(0),0,2,4,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Midross Gravel Pits,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Milkhall Pond,(0),(2),0,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mill Dam,0,nan,nan,nan,0,1,nan,0,nan,nan,0.0,nan,nan,nan,0,0,0.0,0.0,0,nan,nan,0,0,41,2019-11-22 02:17:10
Millar's Moss Reservoir,0,0,0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mockerkin Tarn,nan,nan,nan,nan,0,0,0.0,0,0,0.0,0.0,3,0,0,2,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Monikie Reservoirs,0,(1),0,nan,0,0,1.0,(16),(0),nan,nan,nan,0,0,nan,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Morton Lochs,0,(0),0,0,(0),0,0.0,0,0,0.0,0.0,0,0,12,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mountcastle Quarry,nan,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,7,2,5.0,0.0,0,0,(0),9Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mugdock Castle Loch,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Mugdock and Craigmaddie Reservoirs,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,0,nan,0,0,41,2019-11-22 02:17:10
Muir Park Reservoir,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,41,2019-11-22 02:17:10
Murton Wildlife Reserve,nan,nan,nan,nan,nan,nan,0.0,0,2,0.0,0.0,0,8,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Netherfield Lagoons,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Nevern Estuary,0,(0),0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Newgale Marsh,nan,nan,(0),0,0,(0),0.0,nan,nan,0.0,9.0,0,0,(0),0,0,0.0,0.0,0,(0),nan,0,0,41,2019-11-22 02:17:10
Newington Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
Newmiller Dam,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1,nan,nan,0,0,41,2019-11-22 02:17:10
Newton Sandpit,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,1,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
"North Marsh, Flamborough",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0.0,0.0,0,2,Nov,0,0,41,2019-11-22 02:17:10
North Warren and Thorpeness Mere,0,0,nan,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,nan,0,0,41,2019-11-22 02:17:10
North West Solent,0,(0),(0),(0),(0),0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,(0),0,nan,0,0,41,2019-11-22 02:17:10
Ogmore Estuary,(0),0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Ogston Reservoir,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Onich Foreshore,nan,nan,nan,nan,nan,nan,2,0,0.0,0,1.0,0,0,0,(0),0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Orgreave,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,2.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Orielton Decoy,0,(0),0,nan,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Ormsgill Reservoir,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Orwell Estuary,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Orwick Water,nan,nan,2,3,5,11,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,42,2019-11-22 02:17:18
Otter Estuary,0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Otterston Loch,nan,(0),(0),(0),(0),nan,0,0,8.0,nan,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pagham Harbour,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Par Sands Pools and St Andrews Road,0,0,19,0,0,0,(0),0,0.0,0,0.0,0,0,0,(0),0,0,0,nan,0.0,nan,0,0,42,2019-11-22 02:17:18
"Parkfoot Pool, Dennyloanhead",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,42,2019-11-22 02:17:18
Parsonage Reservoir,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,nan,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Paul's Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,42,2019-11-22 02:17:18
Pegwell Bay,0,1,0,0,0,(0),(0),0,0.0,0,0.0,4Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,(0),(0),0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pennington Flash,0,0,(0),0,0,0,0,4,0.0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pentney GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,0.0,nan,0,0,42,2019-11-22 02:17:18
Pentwyn Reservoir,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Peppermill Dam,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pevensey Levels,(0),0,(0),0,0,0,0,(0),0.0,(0),2.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pilmuir Dam,7,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,42,2019-11-22 02:17:18
Pirton Pool,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pitsford Reservoir,(0),0,0,0,0,0,0,0,0.0,0,0.0,0,0,6,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Ploughlands Pond,nan,nan,nan,nan,nan,nan,4,nan,0.0,0,0.0,0,0,0,0,0,0,(0),0.0,nan,nan,0,0,42,2019-11-22 02:17:18
Pond Yr Oerfa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,3,0,0,0,0.0,nan,nan,0,0,42,2019-11-22 02:17:18
Pontsticill Reservoir (Taf Fechan),0,0,0,0,0,0,0,0,0.0,(0),0.0,0,0,(0),0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Pool of Virkie,0,0,0,0,0,0,0,8,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Poole Harbour,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,(0),1.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Portavo Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0,0,0.0,0.0,nan,0,0,42,2019-11-22 02:17:18
Porth Reservoir,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,nan,nan,0,0,0,nan,0,0,43,2019-11-22 02:17:25
Powdermill Reservoir,0.0,0,(0),0,(0),0.0,0,0,0.0,0,(0),0.0,0,0,0.0,(0),0,0,0,0,nan,0,0,43,2019-11-22 02:17:25
